"location","source","target"
"strings_to_translate.php:258","Distrito/Estado Alternativo",""
"strings_to_translate.php:259","Dentro destas atividades, quais é que tens interesse e com que frequência praticas?",""
"strings_to_translate.php:260","Em que redes sociais possuis contas",""
"strings_to_translate.php:261","Qual a tua situação laboral?",""
"strings_to_translate.php:262","Qual a tua profissão?",""
"strings_to_translate.php:263","Morada (local de trabalho)",""
"strings_to_translate.php:264","Codigo Postal (local de trabalho)",""
"strings_to_translate.php:265","Cidade (local de trabalho)",""
"strings_to_translate.php:266","Distrito/Estado (local de trabalho)",""
"strings_to_translate.php:267","Como te sentes com produtos novos?",""
"strings_to_translate.php:268","Eu prefiro fazer compras: ",""
"strings_to_translate.php:269","Telemóvel/Smartphone",""
"strings_to_translate.php:270","Computador",""
"strings_to_translate.php:272","Jogos/consolas",""
"strings_to_translate.php:273","Leitor de mp3",""
"strings_to_translate.php:274","Email",""
"strings_to_translate.php:275","Redes sociais",""
"strings_to_translate.php:276","Blogs",""
"strings_to_translate.php:277","Qual a dimensão da tua família próxima?",""
"strings_to_translate.php:278","Qual a dimensão do teu círculo de amigos (a quem te sentes confortável em dizer segredos)?",""
"strings_to_translate.php:279","Qual a dimensão do teu círculo de colegas de trabalho?",""
"strings_to_translate.php:280","Qual a dimensão do teu círculo de conhecimentos (quando os vês na rua, tens com eles um conversa longa)?",""
"strings_to_translate.php:281","Se fores fazer alguma actividade com os teus amigos como é tomada a decisão?",""
"strings_to_translate.php:282","1. How many weight loss diets have you done in the last 12 months?",""
"strings_to_translate.php:283","2. What leads you to get involved in a weight loss diet program? ",""
"strings_to_translate.php:284","3. Who encourages you to do a weight loss diet?",""
"strings_to_translate.php:285","4. How long do those weight loss diets take? ",""
"strings_to_translate.php:286","5. How much weight do you want to lose with a weight loss diet? ",""
"strings_to_translate.php:287","6. At that time of the year do you usually take your diet?",""
"strings_to_translate.php:288","7. What do you usually do to lose weight? ",""
"strings_to_translate.php:289","8. Are you satisfied with the results of the weight loss diets you've done?",""
"strings_to_translate.php:290","9. What usually fails in the weight loss diets you've done? ",""
"strings_to_translate.php:291","10. Which features are most valuable to you in a product that helps you to lose weight?",""
"strings_to_translate.php:292","11. Which weight loss products do you know?",""
"strings_to_translate.php:293","12. Have you used any one of these products in the last 24 months? ",""
"strings_to_translate.php:294","13. If you did not use any, are you planning to?",""
"strings_to_translate.php:295","13.1. If yes, which one?",""
"strings_to_translate.php:296","14. Do you know the XLS Medical TV campaign?",""
"strings_to_translate.php:297","Now watch this movie:<br/><br/><br/><center> <iframe src=""http://player.vimeo.com/video/39432291"" width=""500"" height=""375"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe></center><br/><br/><br/>15. Do you consider this campaign to be:",""
"strings_to_translate.php:298","16. Do you identify yourself with the image of the campaign?",""
"strings_to_translate.php:299","17. After watching the movie, would you buy the product?",""
"strings_to_translate.php:300","18. Why?",""
"strings_to_translate.php:301","1. Do you see any of these signs of aging? ",""
"strings_to_translate.php:302","2. Do you use anti-aging cosmetic products? ",""
"strings_to_translate.php:303","3. If so, where do you buy them? ",""
"strings_to_translate.php:304","4. If so, what brands did you use in the last 6 months? ",""
"strings_to_translate.php:305","5. What feature do you value the most in an anti-aging product? ",""
"strings_to_translate.php:306","6. How much would you be willing to pay for a cosmetic anti-aging product? ",""
"strings_to_translate.php:307","7. Would you like to try an innovative cosmetic anti-aging product? ",""
"strings_to_translate.php:308","8. Why do you think you should be selected for this campaign? ",""
"strings_to_translate.php:312","Com que frequência usas as seguintes tecnologias?",""
"strings_to_translate.php:316 strings_to_translate.php:336 strings_to_translate.php:356 strings_to_translate.php:376 strings_to_translate.php:396 strings_to_translate.php:416 strings_to_translate.php:436","flags",""
"strings_to_translate.php:317 strings_to_translate.php:337 strings_to_translate.php:357 strings_to_translate.php:377 strings_to_translate.php:397 strings_to_translate.php:417 strings_to_translate.php:437","Condições de utilização",""
"strings_to_translate.php:318 strings_to_translate.php:338 strings_to_translate.php:358 strings_to_translate.php:378 strings_to_translate.php:398 strings_to_translate.php:418 strings_to_translate.php:438","Entrada",""
"strings_to_translate.php:319 strings_to_translate.php:339 strings_to_translate.php:359 strings_to_translate.php:379 strings_to_translate.php:399 strings_to_translate.php:419 strings_to_translate.php:439","Wom no Mundo",""
"strings_to_translate.php:320 strings_to_translate.php:340 strings_to_translate.php:360 strings_to_translate.php:380 strings_to_translate.php:400 strings_to_translate.php:420 strings_to_translate.php:440","Para empresas",""
"strings_to_translate.php:321 strings_to_translate.php:341 strings_to_translate.php:361 strings_to_translate.php:381 strings_to_translate.php:401 strings_to_translate.php:421 strings_to_translate.php:441","Para embaixadores",""
"strings_to_translate.php:322 strings_to_translate.php:342 strings_to_translate.php:362 strings_to_translate.php:382 strings_to_translate.php:402 strings_to_translate.php:422 strings_to_translate.php:442","Contacta-nos",""
"strings_to_translate.php:323 strings_to_translate.php:343 strings_to_translate.php:363 strings_to_translate.php:383 strings_to_translate.php:403 strings_to_translate.php:423 strings_to_translate.php:443","Política de privacidade",""
"strings_to_translate.php:324 strings_to_translate.php:344 strings_to_translate.php:364 strings_to_translate.php:384 strings_to_translate.php:404 strings_to_translate.php:424 strings_to_translate.php:444","Registo",""
"strings_to_translate.php:325 strings_to_translate.php:345 strings_to_translate.php:365 strings_to_translate.php:385 strings_to_translate.php:405 strings_to_translate.php:425 strings_to_translate.php:445","Recuperar Pass",""
"strings_to_translate.php:326 strings_to_translate.php:346 strings_to_translate.php:366 strings_to_translate.php:386 strings_to_translate.php:406 strings_to_translate.php:426 strings_to_translate.php:446","Questionários",""
"strings_to_translate.php:327 strings_to_translate.php:347 strings_to_translate.php:367 strings_to_translate.php:387 strings_to_translate.php:407 strings_to_translate.php:427 strings_to_translate.php:447","Questionario Mostra",""
"strings_to_translate.php:328 strings_to_translate.php:348 strings_to_translate.php:368 strings_to_translate.php:388 strings_to_translate.php:408 strings_to_translate.php:428 strings_to_translate.php:448","O meu perfil",""
"strings_to_translate.php:329 strings_to_translate.php:349 strings_to_translate.php:369 strings_to_translate.php:389 strings_to_translate.php:409 strings_to_translate.php:429 strings_to_translate.php:449","Confirmação",""
"strings_to_translate.php:330 strings_to_translate.php:350 strings_to_translate.php:370 strings_to_translate.php:390 strings_to_translate.php:410 strings_to_translate.php:430 strings_to_translate.php:450","Campanhas",""
"strings_to_translate.php:331 strings_to_translate.php:351 strings_to_translate.php:371 strings_to_translate.php:391 strings_to_translate.php:411 strings_to_translate.php:431 strings_to_translate.php:451","Informação",""
"strings_to_translate.php:332 strings_to_translate.php:352 strings_to_translate.php:372 strings_to_translate.php:392 strings_to_translate.php:412 strings_to_translate.php:432 strings_to_translate.php:452","site_entrance",""
"strings_to_translate.php:333 strings_to_translate.php:353 strings_to_translate.php:373 strings_to_translate.php:393 strings_to_translate.php:413 strings_to_translate.php:433 strings_to_translate.php:453","Nova Password",""
"strings_to_translate.php:334 strings_to_translate.php:354 strings_to_translate.php:374 strings_to_translate.php:394 strings_to_translate.php:414 strings_to_translate.php:434 strings_to_translate.php:454","Confirmação Password",""
"strings_to_translate.php:335 strings_to_translate.php:355 strings_to_translate.php:375 strings_to_translate.php:395 strings_to_translate.php:415 strings_to_translate.php:435 strings_to_translate.php:455","fake_page",""
"strings_to_translate.php:459","Feminino",""
"strings_to_translate.php:460","Masculino",""
"strings_to_translate.php:464","Solteiro",""
"strings_to_translate.php:465","Casado",""
"strings_to_translate.php:466","Divorciado",""
"strings_to_translate.php:467","Viuvo",""
"strings_to_translate.php:471","Primária",""
"strings_to_translate.php:472","Preparatória",""
"strings_to_translate.php:473","Secundário",""
"strings_to_translate.php:474","Licenciatura",""
"strings_to_translate.php:475","Mestrado",""
"strings_to_translate.php:476","Doutoramento",""
"strings_to_translate.php:480","Sim",""
"strings_to_translate.php:481","Não",""
"controllers/ambassadors.controller.php:80","Bem-vindo",""
"controllers/ambassadors.controller.php:128 controllers/ambassadors.controller.php:174","É necessário um endereço de e-mail válido.",""
"controllers/ambassadors.controller.php:202","O endereço fornecido já existe.",""
"controllers/ambassadors.controller.php:241","Lamentamos mas ocorreu um erro ao efectuar o seu pré-registo. Foi-nos impossível guardá-lo.",""
"controllers/ambassadors.controller.php:255","Lamentamos mas ocorreu um erro ao efectuar o pré-registo. Foi-nos impossível guardar o endereço de mail fornecido.",""
"controllers/ambassadors.controller.php:291","Lamentamos mas ocorreu um erro ao enviar o mail para o endereço fornecido.",""
"controllers/ambassadors.controller.php:303","<p>5 - Parabéns. O teu registo foi efectuado.</p>
						<p class=""texto5"">Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!</p>",""
"controllers/ambassadors.controller.php:314","Lamentamos imenso mas uma situação imprevista inviabilizou a acção de pre-registo.",""
"controllers/ambassadors.controller.php:339 controllers/ambassadors.controller.php:349","Ups! Algo correu mal!",""
"controllers/ambassadors.controller.php:423","Não foi possível confirmar o registo.",""
"controllers/ambassadors.controller.php:432","O registo já se encontra confirmado.",""
"controllers/ambassadors.controller.php:481","<p>Parabéns.</p>O teu registo foi um sucesso. Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!",""
"controllers/ambassadors.controller.php:484","Ocorreu um erro ao efectuar o teu registo.",""
"controllers/content.controller.php:386","Community",""
"controllers/content.controller.php:423","Sobre nós",""
"controllers/content.controller.php:454 controllers/content.controller.php:481 controllers/content.controller.php:535","Suporte",""
"controllers/content.controller.php:555","Junta-te a nós",""
"controllers/dashboard.controller.php:19","Dados Demográficos",""
"controllers/dashboard.controller.php:25","Idade",""
"controllers/dashboard.controller.php:29","Escolaridade",""
"controllers/default.controller.php:363","Lamentamos imenso o sucedido mas uma situação imprevista inviabilizou a satisfação do pedido com sucesso",""
"controllers/registration.controller.php:24","Existem erros de preenchimento que devem ser corrigidos para poder continuar.",""
"controllers/registration.controller.php:29","A introdução do nome é obrigatória.",""
"controllers/registration.controller.php:35","A introdução do apelido é obrigatória.",""
"controllers/registration.controller.php:41","Tem de introduzir um email válido.",""
"controllers/registration.controller.php:47","A password tem de ter no mínimo 6 caracteres",""
"controllers/registration.controller.php:53","A password não pode ser ""olamaria""",""
"controllers/registration.controller.php:59","Erro na confirmação de email.",""
"controllers/registration.controller.php:60","Este email está incorreto.",""
"controllers/registration.controller.php:65","Erro na confirmação da password.",""
"controllers/registration.controller.php:71","Necessita aceitar os termos",""
"controllers/registration.controller.php:82","Este email já existe no sistema.",""
"controllers/registration.controller.php:95","Código errado.",""
"controllers/registration.controller.php:156","Erro ao forçar autenticação.",""
"controllers/survey.controller.php:157","Achas que és um principiante",""
"controllers/survey.controller.php:158","Um bom conselheiro",""
"controllers/survey.controller.php:159","Um ótimo conselheiro",""
"controllers/survey.controller.php:160","Um especialista",""
"controllers/survey.controller.php:164","Diariamente",""
"controllers/survey.controller.php:165","3 Vezes por semana",""
"controllers/survey.controller.php:166","2 Vezes por semana",""
"controllers/survey.controller.php:167","1 Vez por semana",""
"controllers/survey.controller.php:168","2 Vezes por mês",""
"controllers/survey.controller.php:169","1 Vez por mês",""
"controllers/survey.controller.php:170","4 Vezes por ano",""
"controllers/survey.controller.php:171","2 Vezes por ano",""
"controllers/survey.controller.php:172","1 Vez por ano",""
"controllers/survey.controller.php:173","Não pratico",""
"views/footer.php:57","&copy; 2008 - 2012 Todos os direitos reservados. Embaixadores.com &reg; é uma marca registada da WOM - Marketing Agency, Lda.",""
"views/html_head_metas_facebook.php:5","Estamos à procura de 20.000 experimentadores de produtos no Brasil.",""
"views/html_head_metas_facebook.php:6","Queres ajudar a renovar tendências? Como embaixador podes transformar-te num autêntico trend setter. Vais poder experimentar produtos das tuas marcas ou produtos preferidos e dar-lhes feedback sobre os mesmos. É tudo muito simples, sem custos e com muita diversão. ",""
"views/ambassadors/confirm_pre_registration.php:8","Parabéns",""
"views/ambassadors/confirm_pre_registration.php:13","Pré-registo bem sucedido",""
"views/ambassadors/pre_activate.php:10","Parabéns.",""
"views/ambassadors/pre_activate.php:20","O teu registo foi um sucesso.",""
"views/ambassadors/pre_activate.php:24","Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!",""
"views/ambassadors/pre_register_mail.php:43","Obrigado pelo tempo que dispensaste para aderir à comunidade %s.",""
"views/ambassadors/pre_register_mail.php:46","Obrigado pelo tempo que dispensaste para aderir à comunidade.",""
"views/ambassadors/pre_register_mail.php:58","A equipa de %s",""
"views/ambassadors/pre_register_mail.php:61","A equipa",""
"views/ambassadors/pre_register_mail.php:70","Estás apenas a um passo de completar o processo de registo.",""
"views/ambassadors/pre_register_mail.php:72","Para terminar clica no link seguinte para confirmares a criação da tua conta:",""
"views/ambassadors/pre_register_mail.php:74","Link de activação",""
"views/ambassadors/pre_register_mail.php:75","Aproveita e activa este e-mail como &ldquo;Safe/Not junk&rdquo; para que possas continuar a receber e-mails nossos e a participar nas campanhas e estudos que temos para ti.",""
"views/ambassadors/pre_register_mail.php:77","Obrigado",""
"views/ambassadors/pre_register_mail.php:84","Por favor não respondas para este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um e-mail para:",""
"views/ambassadors/pre_register_mail.php:152","Para ver este email num browser",""
"views/ambassadors/pre_register_mail.php:152","clica aqui",""
"views/ambassadors/pre_register_mail.php:169","Olá",""
"views/ambassadors/pre_register_show_ok.php:7","Parabéns!",""
"views/ambassadors/pre_register_show_ok.php:8","O teu registo está quase concluído.",""
"views/ambassadors/pre_register_show_ok.php:11","Verifica agora o teu email e clica no link que te enviámos para validar a tua conta",""
"views/campaign/campaign.header.php:45","De %s até %s.",""
"views/campaign/campaign.header.php:56","O meu desempenho",""
"views/campaign/campaign.header.php:57","Galeria",""
"views/campaign/campaign.header.php:58","Blog",""
"views/campaign/campaign.header.php:59","Informações",""
"views/campaign/campaign.header.php:119","Minhas ações",""
"views/campaign/campaign.header.php:122","Material recebido",""
"views/campaign/campaign.header.php:124","Envia a tua opinião",""
"views/campaign/campaign.header.php:125","Visitar site",""
"views/campaign/campaign.header.php:127","Questionário inicial",""
"views/campaign/campaign.header.php:129","Relatório WOM",""
"views/campaign/campaign.header.php:131","Questionário final",""
"views/campaign/campaign.header.php:132","Enviar questionário a amigos",""
"views/campaign/campaign.header.php:135","Questionário A",""
"views/campaign/campaign.header.php:137","Fala connosco (dúvidas)",""
"views/campaign/campaign.header.php:139","CALENDÁRIO:",""
"views/campaign/campaign.header.php:140","STATUS:",""
"views/campaign/list.fo.campaign.detailed.php:39 views/campaign/list.fo.campaign.summary.php:35","até",""
"views/campaign/list.fo.campaign.detailed.php:49 views/campaign/list.fo.campaign.summary.php:45","Entrar",""
"views/campaign/list.fo.campaign.detailed.php:55 views/campaign/list.fo.campaign.summary.php:51","Vale %s pontos",""
"views/campaign/list.fo.campaign.summary.php:33","Campanha de experimentação",""
"views/campaign/list.fo.current.php:30 views/campaign/list.fo.next.php:30","Não existem campanhas.",""
"views/campaign/list.fo.php:170","Ver apenas campanhas em que participo ou participei",""
"views/campaign/list.fo.php:184"," em curso",""
"views/campaign/list.fo.php:195","Próximas",""
"views/campaign/list.fo.php:196"," campanhas",""
"views/campaign/list.fo.php:214"," terminadas",""
"views/campaign/list.fo.php:239","Mostrar vista reduzida",""
"views/campaign/list.fo.php:240","Mostrar vista estendida",""
"views/campaign/list.fo.php:241","Ordenar por data",""
"views/campaign/list.fo.php:242","Ordenar alfabeticamente",""
"views/campaign/list.fo.php:243","Mostrar campanhas de experimentação",""
"views/campaign/list.fo.php:244","Mostrar campanhas online (Womcasts)",""
"views/campaignGallery/list.fo.temporary.100.en_GB.php:10 views/campaignGallery/list.fo.temporary.100.php:10","fotos:",""
"views/campaignGallery/list.fo.temporary.100.en_GB.php:14 views/campaignGallery/list.fo.temporary.100.php:14","Submeter fotos",""
