"location","source","target"
"strings_to_translate.php:249 strings_to_translate.php:269 strings_to_translate.php:289 strings_to_translate.php:309 strings_to_translate.php:329 strings_to_translate.php:349 strings_to_translate.php:369","Wom no Mundo",""
"strings_to_translate.php:250 strings_to_translate.php:270 strings_to_translate.php:290 strings_to_translate.php:310 strings_to_translate.php:330 strings_to_translate.php:350 strings_to_translate.php:370","Para empresas","For ambassadors"
"strings_to_translate.php:251 strings_to_translate.php:271 strings_to_translate.php:291 strings_to_translate.php:311 strings_to_translate.php:331 strings_to_translate.php:351 strings_to_translate.php:371","Para embaixadores","For ambassadors"
"strings_to_translate.php:252 strings_to_translate.php:272 strings_to_translate.php:292 strings_to_translate.php:312 strings_to_translate.php:332 strings_to_translate.php:352 strings_to_translate.php:372","Contacta-nos",""
"strings_to_translate.php:253 strings_to_translate.php:273 strings_to_translate.php:293 strings_to_translate.php:313 strings_to_translate.php:333 strings_to_translate.php:353 strings_to_translate.php:373","Política de privacidade","Privacy"
"strings_to_translate.php:254 strings_to_translate.php:274 strings_to_translate.php:294 strings_to_translate.php:314 strings_to_translate.php:334 strings_to_translate.php:354 strings_to_translate.php:374","Registo","File"
"strings_to_translate.php:255 strings_to_translate.php:275 strings_to_translate.php:295 strings_to_translate.php:315 strings_to_translate.php:335 strings_to_translate.php:355 strings_to_translate.php:375","Recuperar Pass",""
"strings_to_translate.php:256 strings_to_translate.php:276 strings_to_translate.php:296 strings_to_translate.php:316 strings_to_translate.php:336 strings_to_translate.php:356 strings_to_translate.php:376","Questionários","Surveys"
"strings_to_translate.php:257 strings_to_translate.php:277 strings_to_translate.php:297 strings_to_translate.php:317 strings_to_translate.php:337 strings_to_translate.php:357 strings_to_translate.php:377","Questionario Mostra","Surveys"
"strings_to_translate.php:258 strings_to_translate.php:278 strings_to_translate.php:298 strings_to_translate.php:318 strings_to_translate.php:338 strings_to_translate.php:358 strings_to_translate.php:378","O meu perfil","My profile"
"strings_to_translate.php:259 strings_to_translate.php:279 strings_to_translate.php:299 strings_to_translate.php:319 strings_to_translate.php:339 strings_to_translate.php:359 strings_to_translate.php:379","Confirmação","Legal information"
"strings_to_translate.php:260 strings_to_translate.php:280 strings_to_translate.php:300 strings_to_translate.php:320 strings_to_translate.php:340 strings_to_translate.php:360 strings_to_translate.php:380","Campanhas",""
"strings_to_translate.php:261 strings_to_translate.php:281 strings_to_translate.php:301 strings_to_translate.php:321 strings_to_translate.php:341 strings_to_translate.php:361 strings_to_translate.php:381","Informação","Legal information"
"strings_to_translate.php:262 strings_to_translate.php:282 strings_to_translate.php:302 strings_to_translate.php:322 strings_to_translate.php:342 strings_to_translate.php:362 strings_to_translate.php:382","site_entrance",""
"strings_to_translate.php:263 strings_to_translate.php:283 strings_to_translate.php:303 strings_to_translate.php:323 strings_to_translate.php:343 strings_to_translate.php:363 strings_to_translate.php:383","Nova Password","Password"
"strings_to_translate.php:264 strings_to_translate.php:284 strings_to_translate.php:304 strings_to_translate.php:324 strings_to_translate.php:344 strings_to_translate.php:364 strings_to_translate.php:384","Confirmação Password","Password confirmation"
"strings_to_translate.php:265 strings_to_translate.php:285 strings_to_translate.php:305 strings_to_translate.php:325 strings_to_translate.php:345 strings_to_translate.php:365 strings_to_translate.php:385","fake_page",""
"strings_to_translate.php:389","Feminino",""
"strings_to_translate.php:390","Masculino",""
"strings_to_translate.php:394","Solteiro",""
"strings_to_translate.php:395","Casado","saved"
"strings_to_translate.php:396","Divorciado",""
"strings_to_translate.php:397","Viuvo",""
"strings_to_translate.php:401","Primária",""
"strings_to_translate.php:402","Preparatória",""
"strings_to_translate.php:403","Secundário",""
"strings_to_translate.php:404","Licenciatura",""
"strings_to_translate.php:405","Mestrado",""
"strings_to_translate.php:406","Doutoramento",""
"strings_to_translate.php:410","Sim",""
"strings_to_translate.php:411","Não",""
"controllers/ambassadors.controller.php:102","Bem-vindo","Wellcome"
"controllers/ambassadors.controller.php:155 controllers/ambassadors.controller.php:201","É necessário um endereço de e-mail válido.",""
"controllers/ambassadors.controller.php:229","O endereço fornecido já existe.",""
"controllers/ambassadors.controller.php:268","Lamentamos mas ocorreu um erro ao efectuar o seu pré-registo. Foi-nos impossível guardá-lo.",""
"controllers/ambassadors.controller.php:282","Lamentamos mas ocorreu um erro ao efectuar o pré-registo. Foi-nos impossível guardar o endereço de mail fornecido.",""
"controllers/ambassadors.controller.php:321","Lamentamos mas ocorreu um erro ao enviar o mail para o endereço fornecido.",""
"controllers/ambassadors.controller.php:333","<p>5 - Parabéns. O teu registo foi efectuado.</p>
						<p class=""texto5"">Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!</p>",""
"controllers/ambassadors.controller.php:344","Lamentamos imenso mas uma situação imprevista inviabilizou a acção de pre-registo.",""
"controllers/ambassadors.controller.php:367 controllers/ambassadors.controller.php:377","Ups! Algo correu mal!",""
"controllers/ambassadors.controller.php:451","Não foi possível confirmar o registo.",""
"controllers/ambassadors.controller.php:460","O registo já se encontra confirmado.",""
"controllers/ambassadors.controller.php:509","<p>Parabéns.</p>O teu registo foi um sucesso. Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!",""
"controllers/ambassadors.controller.php:512","Ocorreu um erro ao efectuar o teu registo.",""
"controllers/content.controller.php:386","Community",""
"controllers/content.controller.php:424","Sobre nós","About us"
"controllers/content.controller.php:455 controllers/content.controller.php:482 controllers/content.controller.php:522","Suporte",""
"controllers/content.controller.php:542","Junta-te a nós",""
"controllers/dashboard.controller.php:19","Dados Demográficos",""
"controllers/dashboard.controller.php:22","Género",""
"controllers/dashboard.controller.php:25","Idade",""
"controllers/dashboard.controller.php:29","Escolaridade",""
"controllers/default.controller.php:368","Lamentamos imenso o sucedido mas uma situação imprevista inviabilizou a satisfação do pedido com sucesso",""
"controllers/registration.controller.beta.php:49 controllers/registration.controller.php:373","Existem erros de preenchimento que devem ser corrigidos para poder continuar.",""
"controllers/registration.controller.beta.php:54 controllers/registration.controller.php:378","A introdução do nome é obrigatória.",""
"controllers/registration.controller.beta.php:60 controllers/registration.controller.php:384","A introdução do apelido é obrigatória.",""
"controllers/registration.controller.beta.php:66 controllers/registration.controller.php:390 controllers/registration.controller.php:466 controllers/registration.controller.php:501 controllers/registration.controller.php:536 controllers/registration.controller.php:557 controllers/registration.controller.php:564 controllers/registration.controller.php:620 controllers/registration.controller.php:626 controllers/registration.controller.php:660","Tem de introduzir um email válido.",""
"controllers/registration.controller.beta.php:72 controllers/registration.controller.php:396","A password tem de ter no mínimo 6 caracteres",""
"controllers/registration.controller.beta.php:78 controllers/registration.controller.php:402","A password não pode ser ""olamaria""",""
"controllers/registration.controller.beta.php:84 controllers/registration.controller.php:408","Erro na confirmação de email.",""
"controllers/registration.controller.beta.php:85 controllers/registration.controller.php:409","Este email está incorreto.",""
"controllers/registration.controller.beta.php:90 controllers/registration.controller.php:414","Erro na confirmação da password.","Password confirmation"
"controllers/registration.controller.beta.php:96 controllers/registration.controller.php:420","Necessita aceitar os termos",""
"controllers/registration.controller.beta.php:106 controllers/registration.controller.php:430","Este email já existe no sistema.",""
"controllers/registration.controller.beta.php:119 controllers/registration.controller.php:443","Código errado.","Invitation code"
"controllers/registration.controller.beta.php:230","Erro ao forçar autenticação.",""
"controllers/registration.controller.beta.php:564","Ocorreu um erro ao guardar o seu registo",""
"controllers/registration.controller.beta.php:780 controllers/registration.controller.php:864 controllers/registration.controller.php:894","Olá",""
"controllers/registration.controller.beta.php:781 controllers/registration.controller.php:865 controllers/registration.controller.php:895","Estás apenas a um passo de completar o processo de registo.",""
"controllers/registration.controller.beta.php:782 controllers/registration.controller.php:866 controllers/registration.controller.php:896","Para terminar clica no link seguinte para confirmares a criação da tua conta:",""
"controllers/registration.controller.beta.php:783 controllers/registration.controller.php:867 controllers/registration.controller.php:897","Link de activação",""
"controllers/registration.controller.beta.php:784 controllers/registration.controller.php:868 controllers/registration.controller.php:898","Aproveita e activa este e-mail como &ldquo;Safe/Not junk&rdquo; para que possas continuar a receber e-mails nossos e a participar nas campanhas e estudos que temos para ti.",""
"controllers/registration.controller.beta.php:785 controllers/registration.controller.php:869 controllers/registration.controller.php:899","Obrigado",""
"controllers/registration.controller.beta.php:886 controllers/registration.controller.php:915","Obrigado pelo tempo que dispensaste para aderir à comunidade %s.",""
"controllers/registration.controller.beta.php:888 controllers/registration.controller.php:917","Obrigado pelo tempo que dispensaste para aderir à comunidade.",""
"controllers/registration.controller.php:57","TODO",""
"controllers/registration.controller.php:113 controllers/registration.controller.php:125 controllers/registration.controller.php:177 controllers/registration.controller.php:192 controllers/registration.controller.php:327","Parabéns",""
"controllers/registration.controller.php:114 controllers/registration.controller.php:126 controllers/registration.controller.php:329","Registo bem sucedido",""
"controllers/registration.controller.php:178 controllers/registration.controller.php:193","Pré-registo bem sucedido",""
"controllers/registration.controller.php:330","Verifica o teu email e clica no link enviado.",""
"controllers/registration.controller.php:645","Invalide code",""
"controllers/registration.controller.php:649","Invalid ambassadorTO",""
"controllers/survey.controller.php:158","Achas que és um principiante",""
"controllers/survey.controller.php:159","Um bom conselheiro",""
"controllers/survey.controller.php:160","Um ótimo conselheiro",""
"controllers/survey.controller.php:161","Um especialista",""
"controllers/survey.controller.php:165","Diariamente",""
"controllers/survey.controller.php:166","3 Vezes por semana",""
"controllers/survey.controller.php:167","2 Vezes por semana",""
"controllers/survey.controller.php:168","1 Vez por semana",""
"controllers/survey.controller.php:169","2 Vezes por mês",""
"controllers/survey.controller.php:170","1 Vez por mês",""
"controllers/survey.controller.php:171","4 Vezes por ano",""
"controllers/survey.controller.php:172","2 Vezes por ano",""
"controllers/survey.controller.php:173","1 Vez por ano",""
"controllers/survey.controller.php:174","Não pratico",""
"controllers/tellafriend.controller.php:73","Por favor insere o email com que te registaste na nossa comunidade.",""
"controllers/tellafriend.controller.php:74","Ao fazê-lo poderás ganhar pontos para a tua conta, por cada amigo teu que se registe.",""
"controllers/tellafriend.controller.php:75","Quanto mais pontos tiveres mais probabilidades tens de ser seleccionado para as campanhas que realmente te interessam.",""
"controllers/tellafriend.controller.php:76","Atenção: para ganhares os pontos terás que ter a tua conta registada.",""
"controllers/tellafriend.controller.php:121","Configura a tua mensagem",""
"controllers/tellafriend.controller.php:129","Tens de preencher pelo menos um endereço de email.",""
"controllers/tellafriend.controller.php:178","Foi enviado um email para %s",""
"controllers/tellafriend.controller.php:251","Junta-te já",""
"controllers/tellafriend.controller.php:253 controllers/tellafriend.controller.php:264","Olá,",""
"controllers/tellafriend.controller.php:254 controllers/tellafriend.controller.php:265","Vê já este site que te vai interessar.",""
"controllers/tellafriend.controller.php:255 controllers/tellafriend.controller.php:266","É uma comunidade onde podes experimentar produtos e serviços das tuas marcas preferidas gratuitamente.",""
"controllers/tellafriend.controller.php:256 controllers/tellafriend.controller.php:267","Eu já sou membro.",""
"controllers/tellafriend.controller.php:258 controllers/tellafriend.controller.php:269","Regista-te usando este link - %s - e ambos ganharemos pontos para a nossa conta.",""
"controllers/tellafriend.controller.php:260 controllers/tellafriend.controller.php:271","Quanto mais pontos tivermos mais probabilidades temos de ser seleccionados para as campanhas.",""
"controllers/tellafriend.controller.php:261 controllers/tellafriend.controller.php:272","Até já,",""
"controllers/tellafriend.controller.php:284 controllers/tellafriend.controller.php:311","Enviar email","e-mail confirmation"
"controllers/tellafriend.controller.php:290 controllers/tellafriend.controller.php:317","Redes sociais",""
"to/views/tellafriend.vto.php:35","Enviar","Enter"
"views/footer.php:57","&copy; 2008 - 2012 Todos os direitos reservados. Embaixadores.com &reg; é uma marca registada da WOM - Marketing Agency, Lda.","© 2008-2012 All rights reserved. Embaixadores.com®  it's 
					a trademark of WOM – Marketing Agency, Lda."
"views/html_head_metas_facebook.php:12","Estamos à procura de 20.000 experimentadores de produtos no Brasil.",""
"views/html_head_metas_facebook.php:13","Queres ajudar a renovar tendências? Como embaixador podes transformar-te num autêntico trend setter. Vais poder experimentar produtos das tuas marcas ou produtos preferidos e dar-lhes feedback sobre os mesmos. É tudo muito simples, sem custos e com muita diversão. ",""
"views/ambassadors/pre_activate.php:10","Parabéns.",""
"views/ambassadors/pre_activate.php:20","O teu registo foi um sucesso.",""
"views/ambassadors/pre_activate.php:24","Dentro de alguns dias receberás novidades no teu email. Entretanto recomenda já o nosso site a todos os teus amigos. Podes ganhar pontos adicionais por cada um que se inscreva através da tua recomendação. Mais pontos são mais possibilidades de receberes convites para as campanhas que são do teu interesse. Não percas tempo!",""
"views/ambassadors/pre_register_mail.php:58","A equipa de %s",""
"views/ambassadors/pre_register_mail.php:61","A equipa",""
"views/ambassadors/pre_register_mail.php:84","Por favor não respondas para este endereço de e-mail. Este é um endereço gerado automaticamente. Se tiveres alguma questão sobre a tua conta, ou acontecer algum erro, por favor envia um e-mail para:",""
"views/ambassadors/pre_register_mail.php:152","Para ver este email num browser",""
"views/ambassadors/pre_register_mail.php:152","clica aqui",""
"views/ambassadors/pre_register_show_ok.php:7","Parabéns!",""
"views/ambassadors/pre_register_show_ok.php:8","O teu registo está quase concluído.",""
"views/ambassadors/pre_register_show_ok.php:11","Verifica agora o teu email e clica no link que te enviámos para validar a tua conta",""
"views/campaign/campaign.header.php:47","De %s até %s.",""
"views/campaign/campaign.header.php:58","O meu desempenho",""
"views/campaign/campaign.header.php:59","Galeria",""
"views/campaign/campaign.header.php:60","Blog",""
"views/campaign/campaign.header.php:61","Informações","Legal information"
"views/campaign/campaign.header.php:63","Voltar listagem",""
"views/campaign/campaign.header.php:121","Minhas ações",""
"views/campaign/campaign.header.php:124","Material recebido",""
"views/campaign/campaign.header.php:126","Envia a tua opinião",""
"views/campaign/campaign.header.php:127","Visitar site",""
"views/campaign/campaign.header.php:129","Questionário inicial","Surveys"
"views/campaign/campaign.header.php:131","Relatório WOM",""
"views/campaign/campaign.header.php:133","Questionário final","Surveys"
"views/campaign/campaign.header.php:134","Enviar questionário a amigos","Surveys"
"views/campaign/campaign.header.php:137","Questionário A","Surveys"
"views/campaign/campaign.header.php:142","Fala connosco (dúvidas)",""
"views/campaign/campaign.header.php:144","CALENDÁRIO:",""
"views/campaign/campaign.header.php:145","STATUS:",""
"views/campaign/list.fo.campaign.detailed.php:19 views/campaign/list.fo.campaign.summary.php:21","Entrar","Enter"
"views/campaign/list.fo.campaign.detailed.php:50 views/campaign/list.fo.campaign.summary.php:52","até",""
"views/campaign/list.fo.campaign.detailed.php:66 views/campaign/list.fo.campaign.summary.php:68","Vale %s pontos","Worthes %s points"
"views/campaign/list.fo.campaign.summary.php:19","Campanha de experimentação",""
"views/campaign/list.fo.current.php:30","Não existem campanhas.",""
"views/campaign/list.fo.php:170","Ver apenas campanhas em que participo ou participei","Campaigns participated"
"views/campaign/list.fo.php:187"," em curso",""
"views/campaign/list.fo.php:198","Próximas",""
"views/campaign/list.fo.php:199"," campanhas",""
"views/campaign/list.fo.php:217"," terminadas",""
"views/campaign/list.fo.php:242","Mostrar vista reduzida",""
"views/campaign/list.fo.php:243","Mostrar vista estendida",""
"views/campaign/list.fo.php:244","Ordenar por data",""
"views/campaign/list.fo.php:245","Ordenar alfabeticamente",""
"views/campaign/list.fo.php:246","Mostrar campanhas de experimentação",""
"views/campaign/list.fo.php:247","Mostrar campanhas online (Womcasts)",""
"views/campaign/show.fo.temporary.default.php:11","The Experience",""
"views/campaign/show.fo.temporary.default.php:13","The ambassadors have received:",""
"views/campaign/show.fo.temporary.default.php:15","The Most Fun Photo",""
"views/campaignGallery/list.fo.temporary.100.en_GB.php:10 views/campaignGallery/list.fo.temporary.100.php:10 views/campaignGallery/list.fo.temporary.121.es_ES.php:10","fotos:","Points"
"views/campaignGallery/list.fo.temporary.100.en_GB.php:14 views/campaignGallery/list.fo.temporary.100.php:14 views/campaignGallery/list.fo.temporary.121.es_ES.php:14","Submeter fotos",""
